PID,Monitored Facility,Contingency Name,lo_facility,lo_outage,Earliest,Latest
20746,RISING 345/138 KV TR1 L/O KINCAID-LATHAM-BLUE MOUND 345 KV,LINE    345 KV  2102 1  CMPLINE DUMMY   LINE    345 KV  2102 N  CMPLINE DUMMY   LINE    345 KV  2102,RISING 345/138 KV TR1,KINCAID-LATHAM-BLUE MOUND 345 KV,2010-11-23 11:00:00-05:00,2010-11-23 15:00:00-05:00
20748,Rising 45TR1 l/o Clinton-Brokaw 345kV,BASE,RISING 45TR1,CLINTON-BROKAW 345 KV,2010-01-10 13:00:00-05:00,2010-11-23 06:00:00-05:00
20751,BENTON HARBOR-PALISADES 345 KV L/O TWIN BRANCH-ARGENTA 345 KV,LINE    345 KV  ANG-DUM CMPLINE DUMMY,BENTON HARBOR-PALISADES 345 KV,TWIN BRANCH-ARGENTA 345 KV,2010-09-24 09:00:00-04:00,2010-11-22 00:00:00-05:00
20828,STATE LINE-ROXANA 138 KV L/O SHEFFIELD 345/138-KV XFMR,SHEFFILD345 KV  1       CMPTRAFODUMMY,STATE LINE-ROXANA 138 KV,SHEFFIELD 345/138-KV XFMR,2010-02-10 04:00:00-05:00,2010-11-06 05:00:00-04:00
20852,Crete - St Johns Tap 345 kV l/o 6608 line,345L6608 E Frankfort-UP North 345 kV Line,CRETE - ST JOHNS TAP 345 KV,6608 LINE,2010-10-29 08:00:00-04:00,2010-10-29 15:00:00-04:00
20871,RISING 345/138 KV XFMR 1 L/O WILTON CENTER-DUMONT 765 KV,LINE    765 KV  DUM-WIL1CMPLINE DUMMY,RISING 345/138 KV XFMR 1,WILTON CENTER-DUMONT 765 KV,2010-10-27 01:00:00-04:00,2010-10-27 01:00:00-04:00
21034,MARKTOWN-INLAND STEEL 5 138 KV L/O WILTON CENTER-DUMONT 765 KV,LINE    765 KV  DUM-WIL1CMPLINE DUMMY,MARKTOWN-INLAND STEEL 5 138 KV,WILTON CENTER-DUMONT 765 KV,2010-04-04 22:00:00-04:00,2010-09-28 08:00:00-04:00
21079,WESTWOOD 345/138 KV XFMR 2 L/O OLIVE-MEADOWLAKE 345 KV,LINE    345 KV  MEA-OLI CMPLINE DUMMY,WESTWOOD 345/138 KV XFMR 2,OLIVE-MEADOWLAKE 345 KV,2010-09-16 12:00:00-04:00,2010-09-23 14:00:00-04:00
21130,EDWARDS-KEWANEE 138 KV L/O POWERTON-GOODINGS GROVE 345 KV+POWERTON BT4-8 CB,116 GOOD345 KV  L0303 CBCB      OPEN    3 POWERT345 KV  BT4-8 CBCB      OPEN    3 POWERT345 KV  BT8-,EDWARDS-KEWANEE 138 KV,POWERTON-GOODINGS GROVE 345 KV+POWERTON BT4-8 CB,2010-09-16 08:00:00-04:00,2010-09-16 20:00:00-04:00
21167,1352-LILLY 138 KV L/O CLINTON UNIT 1,CLINTON4345 KV  U CL-1  CMPGEN  DUMMY,1352-LILLY 138 KV,CLINTON UNIT 1,2010-06-12 15:00:00-04:00,2010-09-11 18:00:00-04:00
21218,MARKTOWN-INLAND STEEL 5 138 KV L/O MARKTOWN-INLAND STEEL 7 138 KV,LINE    138 KV  17M-INL2CMPLINE DUMMY,MARKTOWN-INLAND STEEL 5 138 KV,MARKTOWN-INLAND STEEL 7 138 KV,2010-04-05 17:00:00-04:00,2010-09-02 06:00:00-04:00
21344,BEAVER CHANNEL-ALBANY 161 KV L/O CORDOVA-NELSON 345 KV,LINE    345 KV  15503   CMPLINE DUMMY,BEAVER CHANNEL-ALBANY 161 KV,CORDOVA-NELSON 345 KV,2010-07-16 21:00:00-04:00,2010-07-16 22:00:00-04:00
21350,Marktown-Inland Steel 5 138 kV l/o Marktown-Inland Steel 7 138 kV,Marktown-Inland Steel 7 138 kV,MARKTOWN-INLAND STEEL 5 138 KV,MARKTOWN-INLAND STEEL 7 138 KV,2010-04-11 00:00:00-04:00,2010-07-13 23:00:00-04:00
21428,EDWARDS-KEWANEE 138 KV L/O IPAVA-DUCK CREEK 345 KV,LINE    345 KV  30788331CMPLINE DUMMY,EDWARDS-KEWANEE 138 KV,IPAVA-DUCK CREEK 345 KV,2010-06-20 22:00:00-04:00,2010-06-23 22:00:00-04:00
21435,COOK-PALISADES 345 KV L/O TWIN BRANCH-ARGENTA 345 KV,LINE    345 KV  ANG-DUM CMPLINE DUMMY,COOK-PALISADES 345 KV,TWIN BRANCH-ARGENTA 345 KV,2010-06-22 01:00:00-04:00,2010-06-23 05:00:00-04:00
21439,SENECA-KRENDALE 138 L/O WYLIE RIDGE-CABOT 500 KV,LINE    500 KV  CAB-WYL CMPLINE DUMMY,SENECA-KRENDALE 138,WYLIE RIDGE-CABOT 500 KV,2010-01-01 02:00:00-05:00,2010-06-21 06:00:00-04:00
21523,Palisades-Vergennes 345 kV l/o Palisades-Roosevelt  345 kV,Palisades-Roosevelt 345 kV,PALISADES-VERGENNES 345 KV,PALISADES-ROOSEVELT 345 KV,2010-04-25 00:00:00-04:00,2010-06-03 06:00:00-04:00
21530,PALISADES-ROOSEVELT 345 KV L/O PALISADES-VERGENNES 345 KV,LINE    345 KV  PAL-VER CMPLINE DUMMY,PALISADES-ROOSEVELT 345 KV,PALISADES-VERGENNES 345 KV,2010-04-29 10:00:00-04:00,2010-05-31 09:00:00-04:00
21543,PALISADES-VERGENNES 345 KV L/O PALISADES-ROOSEVELT  345 KV,LINE    345 KV  PAL-ROO CMPLINE DUMMY,PALISADES-VERGENNES 345 KV,PALISADES-ROOSEVELT 345 KV,2010-04-20 02:00:00-04:00,2010-05-26 20:00:00-04:00
21566,Marktown-Inland Steel 5 138 kV l/o Wilton Center-Dumont 765 kV,Dumont-Wilton Center 765kV,MARKTOWN-INLAND STEEL 5 138 KV,WILTON CENTER-DUMONT 765 KV,2010-05-01 00:00:00-04:00,2010-05-20 16:00:00-04:00
21572,BEAVER VALLEY-SAMMIS 345 L/O BEAVER VALLEY-HANNA 345 KV,LINE    345 KV  BEA-HAN CMPLINE DUMMY,BEAVER VALLEY-SAMMIS 345,BEAVER VALLEY-HANNA 345 KV,2010-05-18 23:00:00-04:00,2010-05-19 06:00:00-04:00
21611,SENECA-KRENDALE 138 KV L/O FT MARTIN-RONCO 500 KV,LINE    500 KV  FTM-RON CMPLINE DUMMY,SENECA-KRENDALE 138 KV,FT MARTIN-RONCO 500 KV,2010-05-08 14:00:00-04:00,2010-05-08 15:00:00-04:00
21662,ZION-PLEASANT PRAIRIE 345 KV L/O ZION-ARCADIAN 345 KV,LINE    345 KV  2222    CMPLINE DUMMY,ZION-PLEASANT PRAIRIE 345 KV,ZION-ARCADIAN 345 KV,2010-05-01 14:00:00-04:00,2010-05-01 19:00:00-04:00
21691,MARKTOWN-INLAND STEEL 5 138 KV L/O LAKE GEORGE-MUNSTER 345 KV+MUNSTER 345/138,MUNSTER2345 KV  A       CMPTRAFODUMMY   LINE    345 KV  LAK-MUN1CMPLINE DUMMY,MARKTOWN-INLAND STEEL 5 138 KV,LAKE GEORGE-MUNSTER 345 KV+MUNSTER 345/138,2010-04-09 19:00:00-04:00,2010-04-24 17:00:00-04:00
21701,Marktown-Inland Steel 5 138 kV l/o Lake George-Munster 345 kV+Munster 345/138,LAKE GEORGE - MUNSTER 345 KV LINE  & XF #2 (NIPS),MARKTOWN-INLAND STEEL 5 138 KV,LAKE GEORGE-MUNSTER 345 KV+MUNSTER 345/138,2010-04-15 00:00:00-04:00,2010-04-21 06:00:00-04:00
21702,CRETE-ST JOHNS TAP 345 L/O DUMONT-WILTON CENTER 765 KV,LINE    765 KV  DUM-WIL1CMPLINE DUMMY,CRETE-ST JOHNS TAP 345,DUMONT-WILTON CENTER 765 KV,2010-01-13 05:00:00-05:00,2010-04-21 06:00:00-04:00
21741,COFFEEN NORTH-RAMSEY 345 KV L/O PRAIRE STATE-WMT VERNON 345 KV+WMT. VERNON TR4,MT VRNO3345 KV  T 132328CMPTRAFODUMMY   LINE    345 KV  32274323CMPLINE DUMMY,COFFEEN NORTH-RAMSEY 345 KV,PRAIRE STATE-WMT VERNON 345 KV+WMT. VERNON TR4,2010-03-29 17:00:00-04:00,2010-04-14 08:00:00-04:00
21963,DUNE ACRES-MICHIGAN CITY #1 & #2 138 KV L/O DUMONT-WILTON CENTER,LINE    765 KV  DUM-WIL1CMPLINE DUMMY,DUNE ACRES-MICHIGAN CITY #1 & #2 138 KV,DUMONT-WILTON CENTER,2010-01-02 00:00:00-05:00,2010-01-02 06:00:00-05:00
